"Total character count: 46,841,097",,,,,,
"Context number: 6,243",,,,,,
Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD
藻,135,2.88,2.1303,79,1.27,1.8976
盏,135,2.88,2.1303,106,1.7,2.0253
哗,135,2.88,2.1303,106,1.7,2.0253
殉,134,2.86,2.1271,104,1.67,2.017
柿,134,2.86,2.1271,85,1.36,1.9294
咆,134,2.86,2.1271,101,1.62,2.0043
脓,134,2.86,2.1271,83,1.33,1.9191
娥,133,2.84,2.1239,19,0.3,1.2788
彗,133,2.84,2.1239,54,0.86,1.7324
奄,133,2.84,2.1239,65,1.04,1.8129
丐,133,2.84,2.1239,89,1.43,1.9494
嚏,133,2.84,2.1239,90,1.44,1.9542
毋,133,2.84,2.1239,126,2.02,2.1004
咔,132,2.82,2.1206,45,0.72,1.6532
迦,132,2.82,2.1206,47,0.75,1.6721
傍,132,2.82,2.1206,113,1.81,2.0531
藐,132,2.82,2.1206,97,1.55,1.9868
鹦,132,2.82,2.1206,92,1.47,1.9638
侬,132,2.82,2.1206,44,0.7,1.6435
裴,132,2.82,2.1206,25,0.4,1.3979
彬,132,2.82,2.1206,47,0.75,1.6721
鹉,131,2.8,2.1173,91,1.46,1.959
蹊,131,2.8,2.1173,118,1.89,2.0719
蝎,131,2.8,2.1173,78,1.25,1.8921
裆,131,2.8,2.1173,107,1.71,2.0294
匕,131,2.8,2.1173,82,1.31,1.9138
篝,130,2.78,2.1139,80,1.28,1.9031
闺,130,2.78,2.1139,104,1.67,2.017
疵,130,2.78,2.1139,114,1.83,2.0569
诬,130,2.78,2.1139,113,1.81,2.0531
纬,130,2.78,2.1139,70,1.12,1.8451
冯,129,2.75,2.1106,44,0.7,1.6435
嚎,129,2.75,2.1106,104,1.67,2.017
暇,129,2.75,2.1106,118,1.89,2.0719
孬,129,2.75,2.1106,76,1.22,1.8808
喵,129,2.75,2.1106,58,0.93,1.7634
浣,128,2.73,2.1072,59,0.95,1.7709
惟,128,2.73,2.1072,90,1.44,1.9542
陵,128,2.73,2.1072,71,1.14,1.8513
腓,128,2.73,2.1072,35,0.56,1.5441
蚤,128,2.73,2.1072,95,1.52,1.9777
赵,127,2.71,2.1038,37,0.59,1.5682
驭,127,2.71,2.1038,101,1.62,2.0043
侥,126,2.69,2.1004,116,1.86,2.0645
巅,125,2.67,2.0969,109,1.75,2.0374
婿,125,2.67,2.0969,91,1.46,1.959
咏,125,2.67,2.0969,26,0.42,1.415
褪,125,2.67,2.0969,101,1.62,2.0043
俺,125,2.67,2.0969,49,0.78,1.6902
涩,124,2.65,2.0934,104,1.67,2.017
喱,124,2.65,2.0934,73,1.17,1.8633
嗦,123,2.63,2.0899,101,1.62,2.0043
矢,123,2.63,2.0899,92,1.47,1.9638
撮,122,2.6,2.0864,106,1.7,2.0253
铎,122,2.6,2.0864,21,0.34,1.3222
埔,122,2.6,2.0864,45,0.72,1.6532
惦,122,2.6,2.0864,111,1.78,2.0453
硅,122,2.6,2.0864,92,1.47,1.9638
迭,121,2.58,2.0828,72,1.15,1.8573
骰,121,2.58,2.0828,76,1.22,1.8808
瞳,121,2.58,2.0828,79,1.27,1.8976
凄,121,2.58,2.0828,94,1.51,1.9731
铝,121,2.58,2.0828,74,1.19,1.8692
淆,120,2.56,2.0792,106,1.7,2.0253
牡,120,2.56,2.0792,78,1.25,1.8921
疱,120,2.56,2.0792,70,1.12,1.8451
瘪,119,2.54,2.0755,91,1.46,1.959
赡,119,2.54,2.0755,83,1.33,1.9191
睬,119,2.54,2.0755,104,1.67,2.017
啼,119,2.54,2.0755,61,0.98,1.7853
骼,118,2.52,2.0719,85,1.36,1.9294
阑,118,2.52,2.0719,56,0.9,1.7482
攸,118,2.52,2.0719,95,1.52,1.9777
茂,118,2.52,2.0719,63,1.01,1.7993
钠,118,2.52,2.0719,77,1.23,1.8865
饲,118,2.52,2.0719,88,1.41,1.9445
搐,118,2.52,2.0719,89,1.43,1.9494
郭,117,2.5,2.0682,22,0.35,1.3424
烙,117,2.5,2.0682,91,1.46,1.959
褶,117,2.5,2.0682,75,1.2,1.8751
睦,117,2.5,2.0682,94,1.51,1.9731
瞩,117,2.5,2.0682,106,1.7,2.0253
姗,117,2.5,2.0682,27,0.43,1.4314
淳,116,2.48,2.0645,25,0.4,1.3979
谕,116,2.48,2.0645,41,0.66,1.6128
蔡,116,2.48,2.0645,27,0.43,1.4314
枢,116,2.48,2.0645,89,1.43,1.9494
仲,116,2.48,2.0645,67,1.07,1.8261
峻,115,2.46,2.0607,99,1.59,1.9956
絮,115,2.46,2.0607,82,1.31,1.9138
耕,115,2.46,2.0607,75,1.2,1.8751
疽,115,2.46,2.0607,51,0.82,1.7076
茵,115,2.46,2.0607,34,0.54,1.5315
孵,114,2.43,2.0569,68,1.09,1.8325
茧,114,2.43,2.0569,103,1.65,2.0128
吝,114,2.43,2.0569,101,1.62,2.0043
瞌,114,2.43,2.0569,88,1.41,1.9445
殃,114,2.43,2.0569,105,1.68,2.0212
阪,114,2.43,2.0569,37,0.59,1.5682
旱,114,2.43,2.0569,81,1.3,1.9085
徐,113,2.41,2.0531,50,0.8,1.699
钙,113,2.41,2.0531,70,1.12,1.8451
檐,113,2.41,2.0531,97,1.55,1.9868
揣,113,2.41,2.0531,98,1.57,1.9912
吠,113,2.41,2.0531,67,1.07,1.8261
辰,112,2.39,2.0492,86,1.38,1.9345
敛,112,2.39,2.0492,101,1.62,2.0043
貂,112,2.39,2.0492,63,1.01,1.7993
纲,112,2.39,2.0492,68,1.09,1.8325
墩,112,2.39,2.0492,58,0.93,1.7634
嘶,112,2.39,2.0492,66,1.06,1.8195
雏,111,2.37,2.0453,81,1.3,1.9085
株,111,2.37,2.0453,79,1.27,1.8976
羹,111,2.37,2.0453,103,1.65,2.0128
剁,111,2.37,2.0453,90,1.44,1.9542
囱,111,2.37,2.0453,76,1.22,1.8808
娼,110,2.35,2.0414,73,1.17,1.8633
儡,110,2.35,2.0414,84,1.35,1.9243
邸,110,2.35,2.0414,62,0.99,1.7924
漱,110,2.35,2.0414,77,1.23,1.8865
惰,110,2.35,2.0414,83,1.33,1.9191
喧,110,2.35,2.0414,94,1.51,1.9731
傀,110,2.35,2.0414,84,1.35,1.9243
帚,110,2.35,2.0414,76,1.22,1.8808
撰,110,2.35,2.0414,90,1.44,1.9542
倡,109,2.33,2.0374,97,1.55,1.9868
凸,109,2.33,2.0374,93,1.49,1.9685
辟,109,2.33,2.0374,95,1.52,1.9777
懊,108,2.31,2.0334,85,1.36,1.9294
笆,108,2.31,2.0334,68,1.09,1.8325
廓,108,2.31,2.0334,90,1.44,1.9542
痞,108,2.31,2.0334,71,1.14,1.8513
狒,107,2.28,2.0294,28,0.45,1.4472
袒,107,2.28,2.0294,90,1.44,1.9542
甭,107,2.28,2.0294,97,1.55,1.9868
稼,107,2.28,2.0294,67,1.07,1.8261
涛,107,2.28,2.0294,52,0.83,1.716
媳,107,2.28,2.0294,81,1.3,1.9085
鸥,107,2.28,2.0294,61,0.98,1.7853
旭,107,2.28,2.0294,20,0.32,1.301
彰,107,2.28,2.0294,92,1.47,1.9638
乾,106,2.26,2.0253,66,1.06,1.8195
嫂,106,2.26,2.0253,53,0.85,1.7243
颚,106,2.26,2.0253,70,1.12,1.8451
筝,105,2.24,2.0212,47,0.75,1.6721
嫖,105,2.24,2.0212,76,1.22,1.8808
蹋,105,2.24,2.0212,96,1.54,1.9823
拂,104,2.22,2.017,81,1.3,1.9085
呱,104,2.22,2.017,48,0.77,1.6812
菈,104,2.22,2.017,10,0.16,1
豌,104,2.22,2.017,63,1.01,1.7993
菩,104,2.22,2.017,34,0.54,1.5315
岭,104,2.22,2.017,58,0.93,1.7634
忒,103,2.2,2.0128,36,0.58,1.5563
啧,103,2.2,2.0128,42,0.67,1.6232
萤,103,2.2,2.0128,54,0.86,1.7324
讣,103,2.2,2.0128,69,1.11,1.8388
枭,102,2.18,2.0086,65,1.04,1.8129
窘,101,2.16,2.0043,93,1.49,1.9685
梗,101,2.16,2.0043,84,1.35,1.9243
濑,101,2.16,2.0043,19,0.3,1.2788
吮,101,2.16,2.0043,66,1.06,1.8195
鼾,100,2.13,2,70,1.12,1.8451
玺,100,2.13,2,4,0.06,0.6021
幌,100,2.13,2,84,1.35,1.9243
怡,100,2.13,2,69,1.11,1.8388
汝,100,2.13,2,46,0.74,1.6628
愣,100,2.13,2,90,1.44,1.9542
胚,99,2.11,1.9956,78,1.25,1.8921
逾,99,2.11,1.9956,67,1.07,1.8261
搓,99,2.11,1.9956,59,0.95,1.7709
蹬,99,2.11,1.9956,66,1.06,1.8195
噗,99,2.11,1.9956,56,0.9,1.7482
屿,99,2.11,1.9956,63,1.01,1.7993
赘,98,2.09,1.9912,87,1.39,1.9395
篡,98,2.09,1.9912,84,1.35,1.9243
霄,98,2.09,1.9912,49,0.78,1.6902
缇,98,2.09,1.9912,17,0.27,1.2304
赝,98,2.09,1.9912,41,0.66,1.6128
梢,98,2.09,1.9912,90,1.44,1.9542
萃,98,2.09,1.9912,83,1.33,1.9191
骡,97,2.07,1.9868,49,0.78,1.6902
阐,97,2.07,1.9868,87,1.39,1.9395
晾,97,2.07,1.9868,86,1.38,1.9345
邋,97,2.07,1.9868,83,1.33,1.9191
靡,97,2.07,1.9868,89,1.43,1.9494
谚,97,2.07,1.9868,76,1.22,1.8808
痰,96,2.05,1.9823,66,1.06,1.8195
叼,96,2.05,1.9823,82,1.31,1.9138
獭,96,2.05,1.9823,33,0.53,1.5185
捂,96,2.05,1.9823,83,1.33,1.9191
弧,96,2.05,1.9823,76,1.22,1.8808
龌,96,2.05,1.9823,81,1.3,1.9085
鞍,96,2.05,1.9823,61,0.98,1.7853
龊,95,2.03,1.9777,80,1.28,1.9031
馊,95,2.03,1.9777,86,1.38,1.9345
迢,95,2.03,1.9777,42,0.67,1.6232
锥,95,2.03,1.9777,67,1.07,1.8261
驹,95,2.03,1.9777,61,0.98,1.7853
呸,95,2.03,1.9777,67,1.07,1.8261
恍,95,2.03,1.9777,84,1.35,1.9243
箍,94,2.01,1.9731,51,0.82,1.7076
潭,94,2.01,1.9731,74,1.19,1.8692
遢,94,2.01,1.9731,81,1.3,1.9085
苑,94,2.01,1.9731,12,0.19,1.0792
啬,94,2.01,1.9731,83,1.33,1.9191
筐,93,1.99,1.9685,54,0.86,1.7324
琦,93,1.99,1.9685,27,0.43,1.4314
脯,93,1.99,1.9685,69,1.11,1.8388
奕,93,1.99,1.9685,36,0.58,1.5563
釜,93,1.99,1.9685,40,0.64,1.6021
屡,93,1.99,1.9685,68,1.09,1.8325
哺,92,1.96,1.9638,76,1.22,1.8808
撂,92,1.96,1.9638,82,1.31,1.9138
筷,92,1.96,1.9638,61,0.98,1.7853
刨,92,1.96,1.9638,74,1.19,1.8692
荫,91,1.94,1.959,72,1.15,1.8573
剽,91,1.94,1.959,50,0.8,1.699
跋,91,1.94,1.959,83,1.33,1.9191
潇,91,1.94,1.959,84,1.35,1.9243
嘭,91,1.94,1.959,52,0.83,1.716
匀,91,1.94,1.959,74,1.19,1.8692
睿,91,1.94,1.959,73,1.17,1.8633
嚓,91,1.94,1.959,33,0.53,1.5185
酯,90,1.92,1.9542,62,0.99,1.7924
诋,90,1.92,1.9542,78,1.25,1.8921
讳,90,1.92,1.9542,83,1.33,1.9191
饺,90,1.92,1.9542,65,1.04,1.8129
蛎,90,1.92,1.9542,57,0.91,1.7559
楠,90,1.92,1.9542,22,0.35,1.3424
谛,89,1.9,1.9494,78,1.25,1.8921
烩,89,1.9,1.9494,66,1.06,1.8195
咄,89,1.9,1.9494,43,0.69,1.6335
瑚,89,1.9,1.9494,42,0.67,1.6232
吭,89,1.9,1.9494,74,1.19,1.8692
娟,89,1.9,1.9494,10,0.16,1
鼬,89,1.9,1.9494,57,0.91,1.7559
萌,88,1.88,1.9445,56,0.9,1.7482
磷,88,1.88,1.9445,61,0.98,1.7853
羚,88,1.88,1.9445,60,0.96,1.7782
蛭,87,1.86,1.9395,26,0.42,1.415
拎,87,1.86,1.9395,74,1.19,1.8692
镳,87,1.86,1.9395,74,1.19,1.8692
孀,87,1.86,1.9395,70,1.12,1.8451
瞥,87,1.86,1.9395,77,1.23,1.8865
抒,87,1.86,1.9395,68,1.09,1.8325
彪,86,1.84,1.9345,61,0.98,1.7853
壕,86,1.84,1.9345,48,0.77,1.6812
蒲,86,1.84,1.9345,39,0.62,1.5911
蛆,86,1.84,1.9345,57,0.91,1.7559
佼,86,1.84,1.9345,40,0.64,1.6021
萦,86,1.84,1.9345,75,1.2,1.8751
咀,85,1.81,1.9294,60,0.96,1.7782
簸,85,1.81,1.9294,71,1.14,1.8513
倚,85,1.81,1.9294,57,0.91,1.7559
珉,85,1.81,1.9294,9,0.14,0.9542
腋,85,1.81,1.9294,65,1.04,1.8129
臼,85,1.81,1.9294,67,1.07,1.8261
氰,84,1.79,1.9243,41,0.66,1.6128
啄,84,1.79,1.9243,48,0.77,1.6812
汹,84,1.79,1.9243,63,1.01,1.7993
朔,84,1.79,1.9243,24,0.38,1.3802
倩,83,1.77,1.9191,11,0.18,1.0414
叁,83,1.77,1.9191,24,0.38,1.3802
炯,83,1.77,1.9191,16,0.26,1.2041
滕,83,1.77,1.9191,22,0.35,1.3424
钚,83,1.77,1.9191,34,0.54,1.5315
暧,83,1.77,1.9191,71,1.14,1.8513
晦,83,1.77,1.9191,75,1.2,1.8751
灸,83,1.77,1.9191,51,0.82,1.7076
婷,83,1.77,1.9191,13,0.21,1.1139
珈,83,1.77,1.9191,56,0.9,1.7482
缀,83,1.77,1.9191,58,0.93,1.7634
兢,82,1.75,1.9138,36,0.58,1.5563
擂,82,1.75,1.9138,48,0.77,1.6812
坍,82,1.75,1.9138,52,0.83,1.716
円,82,1.75,1.9138,11,0.18,1.0414
掂,82,1.75,1.9138,56,0.9,1.7482
疡,82,1.75,1.9138,51,0.82,1.7076
鼹,82,1.75,1.9138,30,0.48,1.4771
蟆,82,1.75,1.9138,48,0.77,1.6812
惬,81,1.73,1.9085,71,1.14,1.8513
蜗,81,1.73,1.9085,43,0.69,1.6335
畔,81,1.73,1.9085,65,1.04,1.8129
蓓,81,1.73,1.9085,17,0.27,1.2304
纺,81,1.73,1.9085,66,1.06,1.8195
刽,81,1.73,1.9085,65,1.04,1.8129
湛,80,1.71,1.9031,63,1.01,1.7993
玑,80,1.71,1.9031,12,0.19,1.0792
跛,80,1.71,1.9031,42,0.67,1.6232
峙,80,1.71,1.9031,64,1.03,1.8062
扪,80,1.71,1.9031,76,1.22,1.8808
笠,80,1.71,1.9031,8,0.13,0.9031
乍,80,1.71,1.9031,65,1.04,1.8129
氟,80,1.71,1.9031,46,0.74,1.6628
芋,79,1.69,1.8976,55,0.88,1.7404
沌,79,1.69,1.8976,48,0.77,1.6812
辗,79,1.69,1.8976,62,0.99,1.7924
倔,79,1.69,1.8976,65,1.04,1.8129
炙,79,1.69,1.8976,70,1.12,1.8451
飚,78,1.67,1.8921,54,0.86,1.7324
澈,78,1.67,1.8921,47,0.75,1.6721
斋,78,1.67,1.8921,41,0.66,1.6128
霓,78,1.67,1.8921,38,0.61,1.5798
绢,78,1.67,1.8921,24,0.38,1.3802
抠,77,1.64,1.8865,62,0.99,1.7924
呣,77,1.64,1.8865,39,0.62,1.5911
筏,77,1.64,1.8865,46,0.74,1.6628
渥,77,1.64,1.8865,40,0.64,1.6021
酊,77,1.64,1.8865,69,1.11,1.8388
崛,77,1.64,1.8865,61,0.98,1.7853
钛,77,1.64,1.8865,57,0.91,1.7559
刁,77,1.64,1.8865,65,1.04,1.8129
辍,77,1.64,1.8865,71,1.14,1.8513
厥,76,1.62,1.8808,67,1.07,1.8261
匣,76,1.62,1.8808,60,0.96,1.7782
棱,76,1.62,1.8808,64,1.03,1.8062
啸,76,1.62,1.8808,63,1.01,1.7993
腮,76,1.62,1.8808,56,0.9,1.7482
缄,76,1.62,1.8808,73,1.17,1.8633
弼,75,1.6,1.8751,6,0.1,0.7782
贮,75,1.6,1.8751,46,0.74,1.6628
汞,75,1.6,1.8751,25,0.4,1.3979
涮,75,1.6,1.8751,60,0.96,1.7782
蹂,75,1.6,1.8751,68,1.09,1.8325
躏,75,1.6,1.8751,68,1.09,1.8325
缕,75,1.6,1.8751,65,1.04,1.8129
蓉,75,1.6,1.8751,24,0.38,1.3802
舆,75,1.6,1.8751,65,1.04,1.8129
黯,74,1.58,1.8692,70,1.12,1.8451
蜚,74,1.58,1.8692,64,1.03,1.8062
慑,74,1.58,1.8692,58,0.93,1.7634
妲,73,1.56,1.8633,15,0.24,1.1761
殷,73,1.56,1.8633,57,0.91,1.7559
啵,73,1.56,1.8633,30,0.48,1.4771
纫,73,1.56,1.8633,50,0.8,1.699
酝,73,1.56,1.8633,66,1.06,1.8195
褒,73,1.56,1.8633,64,1.03,1.8062
蘸,73,1.56,1.8633,55,0.88,1.7404
琉,73,1.56,1.8633,19,0.3,1.2788
槌,73,1.56,1.8633,62,0.99,1.7924
霆,73,1.56,1.8633,69,1.11,1.8388
蚕,73,1.56,1.8633,36,0.58,1.5563
亢,73,1.56,1.8633,52,0.83,1.716
灶,72,1.54,1.8573,55,0.88,1.7404
偌,72,1.54,1.8573,15,0.24,1.1761
暮,72,1.54,1.8573,62,0.99,1.7924
烯,72,1.54,1.8573,48,0.77,1.6812
蠕,72,1.54,1.8573,47,0.75,1.6721
蛾,72,1.54,1.8573,49,0.78,1.6902
钾,72,1.54,1.8573,46,0.74,1.6628
侃,72,1.54,1.8573,51,0.82,1.7076
眈,72,1.54,1.8573,34,0.54,1.5315
鹑,71,1.52,1.8513,36,0.58,1.5563
赁,71,1.52,1.8513,59,0.95,1.7709
仨,71,1.52,1.8513,58,0.93,1.7634
抨,71,1.52,1.8513,56,0.9,1.7482
颓,71,1.52,1.8513,64,1.03,1.8062
屌,71,1.52,1.8513,45,0.72,1.6532
潦,71,1.52,1.8513,67,1.07,1.8261
镰,71,1.52,1.8513,33,0.53,1.5185
俚,71,1.52,1.8513,56,0.9,1.7482
魇,71,1.52,1.8513,61,0.98,1.7853
秦,71,1.52,1.8513,19,0.3,1.2788
鹌,71,1.52,1.8513,36,0.58,1.5563
胱,70,1.49,1.8451,62,0.99,1.7924
邂,70,1.49,1.8451,66,1.06,1.8195
巩,70,1.49,1.8451,64,1.03,1.8062
逅,70,1.49,1.8451,66,1.06,1.8195
胯,70,1.49,1.8451,51,0.82,1.7076
奠,70,1.49,1.8451,64,1.03,1.8062
撵,70,1.49,1.8451,60,0.96,1.7782
垢,70,1.49,1.8451,52,0.83,1.716
藩,70,1.49,1.8451,14,0.22,1.1461
锣,69,1.47,1.8388,34,0.54,1.5315
眸,69,1.47,1.8388,51,0.82,1.7076
歼,69,1.47,1.8388,54,0.86,1.7324
漓,68,1.45,1.8325,63,1.01,1.7993
枷,68,1.45,1.8325,56,0.9,1.7482
昊,68,1.45,1.8325,16,0.26,1.2041
秉,68,1.45,1.8325,38,0.61,1.5798
蜷,68,1.45,1.8325,63,1.01,1.7993
嗬,68,1.45,1.8325,35,0.56,1.5441
潢,68,1.45,1.8325,52,0.83,1.716
蜻,68,1.45,1.8325,21,0.34,1.3222
凋,68,1.45,1.8325,60,0.96,1.7782
漉,68,1.45,1.8325,33,0.53,1.5185
坂,68,1.45,1.8325,26,0.42,1.415
蔗,67,1.43,1.8261,21,0.34,1.3222
掳,67,1.43,1.8261,52,0.83,1.716
斟,67,1.43,1.8261,57,0.91,1.7559
萍,67,1.43,1.8261,14,0.22,1.1461
疟,67,1.43,1.8261,40,0.64,1.6021
窦,67,1.43,1.8261,46,0.74,1.6628
町,67,1.43,1.8261,31,0.5,1.4914
涎,67,1.43,1.8261,61,0.98,1.7853
蜓,67,1.43,1.8261,21,0.34,1.3222
疝,67,1.43,1.8261,42,0.67,1.6232
荳,66,1.41,1.8195,1,0.02,0
冗,66,1.41,1.8195,56,0.9,1.7482
怂,66,1.41,1.8195,64,1.03,1.8062
蕴,66,1.41,1.8195,59,0.95,1.7709
酵,66,1.41,1.8195,53,0.85,1.7243
缔,66,1.41,1.8195,58,0.93,1.7634
渝,65,1.39,1.8129,54,0.86,1.7324
荆,65,1.39,1.8129,52,0.83,1.716
漩,65,1.39,1.8129,52,0.83,1.716
遏,65,1.39,1.8129,58,0.93,1.7634
惋,65,1.39,1.8129,62,0.99,1.7924
喃,65,1.39,1.8129,34,0.54,1.5315
滓,65,1.39,1.8129,56,0.9,1.7482
孢,64,1.37,1.8062,35,0.56,1.5441
讬,64,1.37,1.8062,23,0.37,1.3617
缎,64,1.37,1.8062,54,0.86,1.7324
嚯,64,1.37,1.8062,34,0.54,1.5315
芹,64,1.37,1.8062,44,0.7,1.6435
悖,64,1.37,1.8062,58,0.93,1.7634
鳍,64,1.37,1.8062,37,0.59,1.5682
弛,64,1.37,1.8062,54,0.86,1.7324
仕,63,1.34,1.7993,43,0.69,1.6335
骏,63,1.34,1.7993,26,0.42,1.415
酩,63,1.34,1.7993,60,0.96,1.7782
昼,63,1.34,1.7993,50,0.8,1.699
莺,63,1.34,1.7993,30,0.48,1.4771
妊,63,1.34,1.7993,40,0.64,1.6021
膳,63,1.34,1.7993,41,0.66,1.6128
沥,63,1.34,1.7993,53,0.85,1.7243
撅,62,1.32,1.7924,56,0.9,1.7482
曙,62,1.32,1.7924,50,0.8,1.699
俳,62,1.32,1.7924,15,0.24,1.1761
札,62,1.32,1.7924,26,0.42,1.415
澜,62,1.32,1.7924,56,0.9,1.7482
鳞,62,1.32,1.7924,51,0.82,1.7076
碉,62,1.32,1.7924,34,0.54,1.5315
蟋,62,1.32,1.7924,36,0.58,1.5563
蟀,62,1.32,1.7924,36,0.58,1.5563
陡,62,1.32,1.7924,48,0.77,1.6812
譬,62,1.32,1.7924,46,0.74,1.6628
鳗,62,1.32,1.7924,37,0.59,1.5682
呯,62,1.32,1.7924,22,0.35,1.3424
燮,62,1.32,1.7924,9,0.14,0.9542
搀,62,1.32,1.7924,55,0.88,1.7404
蜇,62,1.32,1.7924,24,0.38,1.3802
豺,62,1.32,1.7924,28,0.45,1.4472
迸,62,1.32,1.7924,57,0.91,1.7559
孪,61,1.3,1.7853,44,0.7,1.6435
朦,61,1.3,1.7853,44,0.7,1.6435
敖,61,1.3,1.7853,29,0.46,1.4624
鳟,61,1.3,1.7853,18,0.29,1.2553
徙,61,1.3,1.7853,41,0.66,1.6128
殆,61,1.3,1.7853,58,0.93,1.7634
眶,61,1.3,1.7853,58,0.93,1.7634
惚,61,1.3,1.7853,56,0.9,1.7482
娠,61,1.3,1.7853,39,0.62,1.5911
桅,61,1.3,1.7853,30,0.48,1.4771
盥,60,1.28,1.7782,49,0.78,1.6902
咫,60,1.28,1.7782,54,0.86,1.7324
憧,60,1.28,1.7782,51,0.82,1.7076
狈,60,1.28,1.7782,57,0.91,1.7559
傢,60,1.28,1.7782,22,0.35,1.3424
觊,60,1.28,1.7782,53,0.85,1.7243
臆,60,1.28,1.7782,50,0.8,1.699
恿,60,1.28,1.7782,58,0.93,1.7634
窑,59,1.26,1.7709,21,0.34,1.3222
翡,59,1.26,1.7709,33,0.53,1.5185
讥,59,1.26,1.7709,48,0.77,1.6812
秤,59,1.26,1.7709,44,0.7,1.6435
咩,59,1.26,1.7709,27,0.43,1.4314
竺,59,1.26,1.7709,13,0.21,1.1139
蔚,59,1.26,1.7709,29,0.46,1.4624
憬,59,1.26,1.7709,50,0.8,1.699
锢,59,1.26,1.7709,53,0.85,1.7243
帷,59,1.26,1.7709,53,0.85,1.7243
悸,59,1.26,1.7709,48,0.77,1.6812
轧,59,1.26,1.7709,46,0.74,1.6628
觎,59,1.26,1.7709,52,0.83,1.716
熠,58,1.24,1.7634,27,0.43,1.4314
俑,58,1.24,1.7634,43,0.69,1.6335
睽,58,1.24,1.7634,28,0.45,1.4472
禀,58,1.24,1.7634,47,0.75,1.6721
锹,58,1.24,1.7634,38,0.61,1.5798
酌,58,1.24,1.7634,49,0.78,1.6902
瓢,58,1.24,1.7634,39,0.62,1.5911
芜,58,1.24,1.7634,50,0.8,1.699
蛊,58,1.24,1.7634,48,0.77,1.6812
隘,58,1.24,1.7634,51,0.82,1.7076
翱,58,1.24,1.7634,49,0.78,1.6902
茹,58,1.24,1.7634,24,0.38,1.3802
匡,57,1.22,1.7559,32,0.51,1.5051
沅,57,1.22,1.7559,1,0.02,0
噱,57,1.22,1.7559,52,0.83,1.716
蚱,57,1.22,1.7559,50,0.8,1.699
苣,57,1.22,1.7559,40,0.64,1.6021
磐,57,1.22,1.7559,27,0.43,1.4314
帧,57,1.22,1.7559,27,0.43,1.4314
摁,57,1.22,1.7559,47,0.75,1.6721
俐,57,1.22,1.7559,48,0.77,1.6812
蟒,57,1.22,1.7559,38,0.61,1.5798
瞰,57,1.22,1.7559,53,0.85,1.7243
弩,56,1.2,1.7482,34,0.54,1.5315
獾,56,1.2,1.7482,32,0.51,1.5051
哉,56,1.2,1.7482,26,0.42,1.415
孛,56,1.2,1.7482,2,0.03,0.301
坷,56,1.2,1.7482,51,0.82,1.7076
娣,56,1.2,1.7482,4,0.06,0.6021
噻,56,1.2,1.7482,41,0.66,1.6128
柚,56,1.2,1.7482,43,0.69,1.6335
孰,56,1.2,1.7482,35,0.56,1.5441
馁,56,1.2,1.7482,52,0.83,1.716
澎,56,1.2,1.7482,49,0.78,1.6902
苇,55,1.17,1.7404,13,0.21,1.1139
镁,55,1.17,1.7404,42,0.67,1.6232
毡,55,1.17,1.7404,48,0.77,1.6812
涤,55,1.17,1.7404,43,0.69,1.6335
剌,55,1.17,1.7404,26,0.42,1.415
箔,55,1.17,1.7404,35,0.56,1.5441
嘞,55,1.17,1.7404,48,0.77,1.6812
蜊,55,1.17,1.7404,25,0.4,1.3979
暹,55,1.17,1.7404,24,0.38,1.3802
摒,55,1.17,1.7404,47,0.75,1.6721
锏,55,1.17,1.7404,47,0.75,1.6721
篓,55,1.17,1.7404,45,0.72,1.6532
祐,54,1.15,1.7324,7,0.11,0.8451
葫,54,1.15,1.7324,48,0.77,1.6812
娴,54,1.15,1.7324,32,0.51,1.5051
冉,54,1.15,1.7324,26,0.42,1.415
腱,54,1.15,1.7324,35,0.56,1.5441
栈,54,1.15,1.7324,43,0.69,1.6335
砾,54,1.15,1.7324,43,0.69,1.6335
辘,54,1.15,1.7324,29,0.46,1.4624
迂,54,1.15,1.7324,48,0.77,1.6812
劾,53,1.13,1.7243,32,0.51,1.5051
瞅,53,1.13,1.7243,36,0.58,1.5563
珂,53,1.13,1.7243,15,0.24,1.1761
沈,53,1.13,1.7243,18,0.29,1.2553
捱,53,1.13,1.7243,45,0.72,1.6532
蟾,53,1.13,1.7243,21,0.34,1.3222
槛,53,1.13,1.7243,49,0.78,1.6902
囔,53,1.13,1.7243,36,0.58,1.5563
臊,53,1.13,1.7243,48,0.77,1.6812
撩,53,1.13,1.7243,49,0.78,1.6902
琛,53,1.13,1.7243,5,0.08,0.699
汲,52,1.11,1.716,36,0.58,1.5563
睐,52,1.11,1.716,49,0.78,1.6902
腑,52,1.11,1.716,49,0.78,1.6902
搪,52,1.11,1.716,35,0.56,1.5441
蛀,52,1.11,1.716,38,0.61,1.5798
檀,52,1.11,1.716,20,0.32,1.301
湃,52,1.11,1.716,46,0.74,1.6628
颞,52,1.11,1.716,34,0.54,1.5315
颧,52,1.11,1.716,42,0.67,1.6232
怠,52,1.11,1.716,46,0.74,1.6628
阂,52,1.11,1.716,48,0.77,1.6812
椿,52,1.11,1.716,4,0.06,0.6021
嘈,52,1.11,1.716,45,0.72,1.6532
踵,52,1.11,1.716,52,0.83,1.716
螳,52,1.11,1.716,25,0.4,1.3979
悴,52,1.11,1.716,48,0.77,1.6812
