"Total character count: 46,841,097",,,,,,
"Context number: 6,243",,,,,,
Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD
溺,364,7.77,2.5611,256,4.1,2.4082
躯,363,7.75,2.5599,276,4.42,2.4409
旨,362,7.73,2.5587,286,4.58,2.4564
蔬,361,7.71,2.5575,246,3.94,2.3909
拇,361,7.71,2.5575,229,3.67,2.3598
浇,360,7.69,2.5563,277,4.44,2.4425
叠,359,7.66,2.5551,278,4.45,2.444
绊,358,7.64,2.5539,294,4.71,2.4683
籍,357,7.62,2.5527,286,4.58,2.4564
邓,355,7.58,2.5502,82,1.31,1.9138
逞,355,7.58,2.5502,315,5.05,2.4983
疹,354,7.56,2.549,206,3.3,2.3139
框,352,7.51,2.5465,226,3.62,2.3541
碑,351,7.49,2.5453,236,3.78,2.3729
秩,351,7.49,2.5453,248,3.97,2.3945
弓,351,7.49,2.5453,191,3.06,2.281
蓬,351,7.49,2.5453,204,3.27,2.3096
鱿,350,7.47,2.5441,268,4.29,2.4281
咐,350,7.47,2.5441,294,4.71,2.4683
嫩,349,7.45,2.5428,281,4.5,2.4487
酿,346,7.39,2.5391,225,3.6,2.3522
哩,345,7.37,2.5378,175,2.8,2.243
唠,344,7.34,2.5366,251,4.02,2.3997
勺,344,7.34,2.5366,252,4.04,2.4014
崽,343,7.32,2.5353,213,3.41,2.3284
墅,341,7.28,2.5328,238,3.81,2.3766
亦,341,7.28,2.5328,257,4.12,2.4099
悯,340,7.26,2.5315,250,4,2.3979
伐,340,7.26,2.5315,244,3.91,2.3874
宋,340,7.26,2.5315,78,1.25,1.8921
咽,340,7.26,2.5315,266,4.26,2.4249
婪,339,7.24,2.5302,275,4.4,2.4393
惕,339,7.24,2.5302,289,4.63,2.4609
稚,337,7.19,2.5276,285,4.57,2.4548
榈,337,7.19,2.5276,164,2.63,2.2148
樱,336,7.17,2.5263,200,3.2,2.301
曝,336,7.17,2.5263,255,4.08,2.4065
捆,335,7.15,2.525,248,3.97,2.3945
豚,335,7.15,2.525,147,2.35,2.1673
泊,334,7.13,2.5237,236,3.78,2.3729
嗅,334,7.13,2.5237,224,3.59,2.3502
戮,334,7.13,2.5237,241,3.86,2.382
呗,333,7.11,2.5224,282,4.52,2.4502
瓷,332,7.09,2.5211,180,2.88,2.2553
渔,332,7.09,2.5211,219,3.51,2.3404
哑,331,7.07,2.5198,246,3.94,2.3909
驰,331,7.07,2.5198,236,3.78,2.3729
踝,331,7.07,2.5198,225,3.6,2.3522
屑,331,7.07,2.5198,266,4.26,2.4249
斧,330,7.05,2.5185,190,3.04,2.2788
虹,329,7.02,2.5172,165,2.64,2.2175
槽,329,7.02,2.5172,245,3.92,2.3892
亵,328,7,2.5159,245,3.92,2.3892
嬉,328,7,2.5159,226,3.62,2.3541
烘,326,6.96,2.5132,211,3.38,2.3243
栽,325,6.94,2.5119,256,4.1,2.4082
绰,324,6.92,2.5105,218,3.49,2.3385
驯,323,6.9,2.5092,181,2.9,2.2577
弘,323,6.9,2.5092,59,0.95,1.7709
杨,323,6.9,2.5092,136,2.18,2.1335
铭,322,6.87,2.5079,267,4.28,2.4265
冤,322,6.87,2.5079,215,3.44,2.3324
溪,322,6.87,2.5079,168,2.69,2.2253
舟,321,6.85,2.5065,160,2.56,2.2041
簿,321,6.85,2.5065,240,3.84,2.3802
绎,320,6.83,2.5051,160,2.56,2.2041
胀,320,6.83,2.5051,262,4.2,2.4183
肆,319,6.81,2.5038,291,4.66,2.4639
轴,319,6.81,2.5038,229,3.67,2.3598
婶,319,6.81,2.5038,97,1.55,1.9868
粮,318,6.79,2.5024,204,3.27,2.3096
溅,317,6.77,2.5011,239,3.83,2.3784
拌,317,6.77,2.5011,219,3.51,2.3404
髓,313,6.68,2.4955,211,3.38,2.3243
吩,313,6.68,2.4955,265,4.24,2.4232
剔,312,6.66,2.4942,267,4.28,2.4265
鞭,312,6.66,2.4942,233,3.73,2.3674
茎,312,6.66,2.4942,160,2.56,2.2041
竖,312,6.66,2.4942,215,3.44,2.3324
枯,311,6.64,2.4928,255,4.08,2.4065
凰,311,6.64,2.4928,137,2.19,2.1367
椎,311,6.64,2.4928,202,3.24,2.3054
勉,310,6.62,2.4914,283,4.53,2.4518
燕,310,6.62,2.4914,171,2.74,2.233
嗜,309,6.6,2.49,249,3.99,2.3962
缚,307,6.55,2.4871,239,3.83,2.3784
挠,307,6.55,2.4871,228,3.65,2.3579
嗷,306,6.53,2.4857,170,2.72,2.2304
崖,305,6.51,2.4843,206,3.3,2.3139
瘫,305,6.51,2.4843,242,3.88,2.3838
飙,305,6.51,2.4843,242,3.88,2.3838
俯,304,6.49,2.4829,224,3.59,2.3502
沫,304,6.49,2.4829,238,3.81,2.3766
喋,304,6.49,2.4829,144,2.31,2.1584
亭,304,6.49,2.4829,149,2.39,2.1732
蒜,303,6.47,2.4814,231,3.7,2.3636
焚,302,6.45,2.48,224,3.59,2.3502
烹,301,6.43,2.4786,202,3.24,2.3054
骸,299,6.38,2.4757,197,3.16,2.2945
磕,299,6.38,2.4757,205,3.28,2.3118
寇,298,6.36,2.4742,64,1.03,1.8062
庙,298,6.36,2.4742,150,2.4,2.1761
颇,297,6.34,2.4728,222,3.56,2.3464
羡,297,6.34,2.4728,257,4.12,2.4099
哮,297,6.34,2.4728,192,3.08,2.2833
髦,296,6.32,2.4713,234,3.75,2.3692
赃,296,6.32,2.4713,206,3.3,2.3139
腻,295,6.3,2.4698,252,4.04,2.4014
渎,295,6.3,2.4698,222,3.56,2.3464
溢,295,6.3,2.4698,255,4.08,2.4065
掠,292,6.23,2.4654,191,3.06,2.281
陨,291,6.21,2.4639,89,1.43,1.9494
辖,291,6.21,2.4639,191,3.06,2.281
肪,291,6.21,2.4639,179,2.87,2.2529
渗,291,6.21,2.4639,234,3.75,2.3692
嘎,290,6.19,2.4624,97,1.55,1.9868
椰,290,6.19,2.4624,148,2.37,2.1703
栗,290,6.19,2.4624,144,2.31,2.1584
蹭,289,6.17,2.4609,211,3.38,2.3243
僚,289,6.17,2.4609,206,3.3,2.3139
芳,289,6.17,2.4609,222,3.56,2.3464
柳,288,6.15,2.4594,124,1.99,2.0934
靓,288,6.15,2.4594,198,3.17,2.2967
攀,288,6.15,2.4594,203,3.25,2.3075
勿,287,6.13,2.4579,234,3.75,2.3692
抉,287,6.13,2.4579,211,3.38,2.3243
吴,287,6.13,2.4579,70,1.12,1.8451
叭,287,6.13,2.4579,194,3.11,2.2878
撬,287,6.13,2.4579,210,3.36,2.3222
蚂,286,6.11,2.4564,161,2.58,2.2068
歹,286,6.11,2.4564,230,3.68,2.3617
藉,286,6.11,2.4564,234,3.75,2.3692
燥,285,6.08,2.4548,228,3.65,2.3579
斐,285,6.08,2.4548,128,2.05,2.1072
憋,285,6.08,2.4548,234,3.75,2.3692
颅,285,6.08,2.4548,177,2.84,2.248
喇,285,6.08,2.4548,213,3.41,2.3284
缴,284,6.06,2.4533,213,3.41,2.3284
郑,284,6.06,2.4533,142,2.27,2.1523
吟,284,6.06,2.4533,171,2.74,2.233
榴,284,6.06,2.4533,187,3,2.2718
曹,284,6.06,2.4533,112,1.79,2.0492
诶,283,6.04,2.4518,107,1.71,2.0294
溶,282,6.02,2.4502,207,3.32,2.316
螂,281,6,2.4487,122,1.95,2.0864
涅,281,6,2.4487,152,2.43,2.1818
恺,281,6,2.4487,42,0.67,1.6232
碌,281,6,2.4487,227,3.64,2.356
娇,281,6,2.4487,221,3.54,2.3444
莽,280,5.98,2.4472,250,4,2.3979
硕,280,5.98,2.4472,179,2.87,2.2529
蔓,279,5.96,2.4456,200,3.2,2.301
孽,278,5.93,2.444,191,3.06,2.281
滤,278,5.93,2.444,190,3.04,2.2788
岔,277,5.91,2.4425,236,3.78,2.3729
崎,277,5.91,2.4425,70,1.12,1.8451
睾,277,5.91,2.4425,160,2.56,2.2041
缆,277,5.91,2.4425,136,2.18,2.1335
崭,277,5.91,2.4425,245,3.92,2.3892
栅,277,5.91,2.4425,177,2.84,2.248
践,276,5.89,2.4409,226,3.62,2.3541
蚀,276,5.89,2.4409,204,3.27,2.3096
诀,275,5.87,2.4393,239,3.83,2.3784
儒,274,5.85,2.4378,117,1.87,2.0682
捧,274,5.85,2.4378,230,3.68,2.3617
馨,274,5.85,2.4378,237,3.8,2.3747
昔,273,5.83,2.4362,204,3.27,2.3096
瑜,273,5.83,2.4362,180,2.88,2.2553
梨,272,5.81,2.4346,128,2.05,2.1072
掺,271,5.79,2.433,233,3.73,2.3674
苔,270,5.76,2.4314,52,0.83,1.716
苛,269,5.74,2.4298,239,3.83,2.3784
硫,269,5.74,2.4298,135,2.16,2.1303
凿,268,5.72,2.4281,217,3.48,2.3365
飓,267,5.7,2.4265,131,2.1,2.1173
掷,267,5.7,2.4265,190,3.04,2.2788
馈,267,5.7,2.4265,162,2.59,2.2095
虔,267,5.7,2.4265,211,3.38,2.3243
栓,266,5.68,2.4249,188,3.01,2.2742
钳,266,5.68,2.4249,184,2.95,2.2648
刃,265,5.66,2.4232,195,3.12,2.29
咸,264,5.64,2.4216,179,2.87,2.2529
洙,262,5.59,2.4183,33,0.53,1.5185
帖,262,5.59,2.4183,135,2.16,2.1303
嘟,262,5.59,2.4183,112,1.79,2.0492
熔,261,5.57,2.4166,129,2.07,2.1106
瘟,261,5.57,2.4166,144,2.31,2.1584
菇,260,5.55,2.415,149,2.39,2.1732
晴,259,5.53,2.4133,181,2.9,2.2577
於,258,5.51,2.4116,37,0.59,1.5682
茉,256,5.47,2.4082,43,0.69,1.6335
译,256,5.47,2.4082,174,2.79,2.2405
侏,256,5.47,2.4082,111,1.78,2.0453
谴,255,5.44,2.4065,197,3.16,2.2945
汪,254,5.42,2.4048,75,1.2,1.8751
褐,253,5.4,2.4031,187,3,2.2718
颂,253,5.4,2.4031,193,3.09,2.2856
耿,251,5.36,2.3997,122,1.95,2.0864
唾,251,5.36,2.3997,186,2.98,2.2695
陀,251,5.36,2.3997,113,1.81,2.0531
狩,250,5.34,2.3979,149,2.39,2.1732
吾,249,5.32,2.3962,100,1.6,2
宏,249,5.32,2.3962,162,2.59,2.2095
菊,248,5.29,2.3945,123,1.97,2.0899
靶,246,5.25,2.3909,177,2.84,2.248
痪,246,5.25,2.3909,196,3.14,2.2923
骆,245,5.23,2.3892,103,1.65,2.0128
敷,245,5.23,2.3892,190,3.04,2.2788
渺,245,5.23,2.3892,204,3.27,2.3096
僻,243,5.19,2.3856,200,3.2,2.301
榨,243,5.19,2.3856,184,2.95,2.2648
聆,243,5.19,2.3856,182,2.92,2.2601
澄,243,5.19,2.3856,212,3.4,2.3263
妍,243,5.19,2.3856,20,0.32,1.301
伎,242,5.17,2.3838,162,2.59,2.2095
嗒,242,5.17,2.3838,88,1.41,1.9445
嗡,240,5.12,2.3802,80,1.28,1.9031
桂,240,5.12,2.3802,141,2.26,2.1492
扒,240,5.12,2.3802,164,2.63,2.2148
琐,240,5.12,2.3802,217,3.48,2.3365
痫,239,5.1,2.3784,106,1.7,2.0253
蘑,239,5.1,2.3784,138,2.21,2.1399
炭,236,5.04,2.3729,140,2.24,2.1461
裕,236,5.04,2.3729,174,2.79,2.2405
芽,235,5.02,2.3711,170,2.72,2.2304
瞪,235,5.02,2.3711,187,3,2.2718
狭,235,5.02,2.3711,165,2.64,2.2175
涕,234,5,2.3692,180,2.88,2.2553
醺,234,5,2.3692,110,1.76,2.0414
拙,233,4.97,2.3674,197,3.16,2.2945
躬,233,4.97,2.3674,156,2.5,2.1931
氯,233,4.97,2.3674,132,2.11,2.1206
炖,233,4.97,2.3674,143,2.29,2.1553
饪,232,4.95,2.3655,156,2.5,2.1931
沦,232,4.95,2.3655,173,2.77,2.238
灿,232,4.95,2.3655,176,2.82,2.2455
谭,232,4.95,2.3655,47,0.75,1.6721
昌,232,4.95,2.3655,57,0.91,1.7559
锈,231,4.93,2.3636,168,2.69,2.2253
瘸,231,4.93,2.3636,158,2.53,2.1987
酥,231,4.93,2.3636,120,1.92,2.0792
窟,231,4.93,2.3636,159,2.55,2.2014
蟑,231,4.93,2.3636,104,1.67,2.017
扉,231,4.93,2.3636,177,2.84,2.248
琢,230,4.91,2.3617,205,3.28,2.3118
羔,230,4.91,2.3617,168,2.69,2.2253
掀,230,4.91,2.3617,191,3.06,2.281
朽,229,4.89,2.3598,190,3.04,2.2788
缅,229,4.89,2.3598,137,2.19,2.1367
渠,229,4.89,2.3598,192,3.08,2.2833
芥,227,4.85,2.356,156,2.5,2.1931
拧,227,4.85,2.356,172,2.76,2.2355
辙,226,4.82,2.3541,202,3.24,2.3054
惫,225,4.8,2.3522,196,3.14,2.2923
叽,224,4.78,2.3502,110,1.76,2.0414
帜,224,4.78,2.3502,114,1.83,2.0569
坤,223,4.76,2.3483,47,0.75,1.6721
肘,223,4.76,2.3483,183,2.93,2.2625
雌,221,4.72,2.3444,145,2.32,2.1614
氢,220,4.7,2.3424,119,1.91,2.0755
橇,220,4.7,2.3424,103,1.65,2.0128
拣,220,4.7,2.3424,159,2.55,2.2014
茸,220,4.7,2.3424,80,1.28,1.9031
斩,219,4.68,2.3404,186,2.98,2.2695
岳,218,4.65,2.3385,124,1.99,2.0934
乙,218,4.65,2.3385,130,2.08,2.1139
拓,218,4.65,2.3385,153,2.45,2.1847
缪,217,4.63,2.3365,112,1.79,2.0492
劈,217,4.63,2.3365,163,2.61,2.2122
侯,217,4.63,2.3365,160,2.56,2.2041
杏,217,4.63,2.3365,149,2.39,2.1732
亥,215,4.59,2.3324,135,2.16,2.1303
吨,215,4.59,2.3324,159,2.55,2.2014
孝,215,4.59,2.3324,104,1.67,2.017
妃,214,4.57,2.3304,80,1.28,1.9031
昭,213,4.55,2.3284,167,2.67,2.2227
吱,213,4.55,2.3284,110,1.76,2.0414
虏,213,4.55,2.3284,134,2.15,2.1271
坊,213,4.55,2.3284,134,2.15,2.1271
厘,212,4.53,2.3263,164,2.63,2.2148
葵,212,4.53,2.3263,81,1.3,1.9085
跷,212,4.53,2.3263,138,2.21,2.1399
冕,211,4.5,2.3243,128,2.05,2.1072
喀,209,4.46,2.3201,80,1.28,1.9031
懈,209,4.46,2.3201,190,3.04,2.2788
稻,208,4.44,2.3181,134,2.15,2.1271
茅,207,4.42,2.316,132,2.11,2.1206
蜥,207,4.42,2.316,105,1.68,2.0212
函,206,4.4,2.3139,157,2.51,2.1959
滞,206,4.4,2.3139,165,2.64,2.2175
渊,205,4.38,2.3118,169,2.71,2.2279
滨,205,4.38,2.3118,141,2.26,2.1492
盎,204,4.36,2.3096,154,2.47,2.1875
螃,204,4.36,2.3096,97,1.55,1.9868
蹄,203,4.33,2.3075,124,1.99,2.0934
姥,202,4.31,2.3054,54,0.86,1.7324
蔑,202,4.31,2.3054,164,2.63,2.2148
秽,202,4.31,2.3054,163,2.61,2.2122
黏,201,4.29,2.3032,147,2.35,2.1673
氪,201,4.29,2.3032,41,0.66,1.6128
媚,201,4.29,2.3032,168,2.69,2.2253
镯,200,4.27,2.301,101,1.62,2.0043
钦,200,4.27,2.301,159,2.55,2.2014
蛤,200,4.27,2.301,105,1.68,2.0212
菠,200,4.27,2.301,125,2,2.0969
郝,200,4.27,2.301,23,0.37,1.3617
讪,199,4.25,2.2989,162,2.59,2.2095
淤,198,4.23,2.2967,151,2.42,2.179
趋,198,4.23,2.2967,174,2.79,2.2405
唧,198,4.23,2.2967,106,1.7,2.0253
伺,198,4.23,2.2967,167,2.67,2.2227
盈,198,4.23,2.2967,162,2.59,2.2095
辫,198,4.23,2.2967,146,2.34,2.1644
沸,198,4.23,2.2967,163,2.61,2.2122
柬,197,4.21,2.2945,101,1.62,2.0043
丙,197,4.21,2.2945,108,1.73,2.0334
媛,197,4.21,2.2945,16,0.26,1.2041
乓,197,4.21,2.2945,86,1.38,1.9345
呛,197,4.21,2.2945,180,2.88,2.2553
悚,196,4.18,2.2923,159,2.55,2.2014
贬,196,4.18,2.2923,168,2.69,2.2253
髅,196,4.18,2.2923,87,1.39,1.9395
骷,196,4.18,2.2923,86,1.38,1.9345
痊,195,4.16,2.29,168,2.69,2.2253
嗽,195,4.16,2.29,145,2.32,2.1614
鞠,195,4.16,2.29,119,1.91,2.0755
壤,194,4.14,2.2878,118,1.89,2.0719
酋,194,4.14,2.2878,69,1.11,1.8388
渍,194,4.14,2.2878,129,2.07,2.1106
杠,194,4.14,2.2878,141,2.26,2.1492
窜,193,4.12,2.2856,166,2.66,2.2201
颊,193,4.12,2.2856,159,2.55,2.2014
煞,193,4.12,2.2856,121,1.94,2.0828
塘,193,4.12,2.2856,132,2.11,2.1206
蚊,192,4.1,2.2833,106,1.7,2.0253
咻,191,4.08,2.281,127,2.03,2.1038
芮,191,4.08,2.281,32,0.51,1.5051
寐,191,4.08,2.281,167,2.67,2.2227
骤,191,4.08,2.281,165,2.64,2.2175
煽,190,4.06,2.2788,164,2.63,2.2148
玄,190,4.06,2.2788,102,1.63,2.0086
玲,190,4.06,2.2788,53,0.85,1.7243
礁,190,4.06,2.2788,77,1.23,1.8865
瘀,190,4.06,2.2788,127,2.03,2.1038
洽,189,4.03,2.2765,160,2.56,2.2041
哒,189,4.03,2.2765,67,1.07,1.8261
遂,189,4.03,2.2765,152,2.43,2.1818
闸,189,4.03,2.2765,87,1.39,1.9395
啃,188,4.01,2.2742,156,2.5,2.1931
颖,188,4.01,2.2742,148,2.37,2.1703
猿,188,4.01,2.2742,94,1.51,1.9731
俏,188,4.01,2.2742,158,2.53,2.1987
绸,187,3.99,2.2718,147,2.35,2.1673
拴,187,3.99,2.2718,157,2.51,2.1959
厮,187,3.99,2.2718,154,2.47,2.1875
霹,187,3.99,2.2718,118,1.89,2.0719
瑕,187,3.99,2.2718,147,2.35,2.1673
锚,187,3.99,2.2718,119,1.91,2.0755
哔,185,3.95,2.2672,79,1.27,1.8976
坝,185,3.95,2.2672,69,1.11,1.8388
揪,185,3.95,2.2672,159,2.55,2.2014
阀,184,3.93,2.2648,94,1.51,1.9731
咎,184,3.93,2.2648,160,2.56,2.2041
雳,184,3.93,2.2648,116,1.86,2.0645
铸,184,3.93,2.2648,121,1.94,2.0828
煌,183,3.91,2.2625,150,2.4,2.1761
魁,183,3.91,2.2625,147,2.35,2.1673
圭,183,3.91,2.2625,58,0.93,1.7634
蹩,182,3.89,2.2601,159,2.55,2.2014
蜴,182,3.89,2.2601,93,1.49,1.9685
舵,182,3.89,2.2601,94,1.51,1.9731
衅,181,3.86,2.2577,148,2.37,2.1703
甥,181,3.86,2.2577,111,1.78,2.0453
怯,181,3.86,2.2577,157,2.51,2.1959
虱,181,3.86,2.2577,91,1.46,1.959
挟,181,3.86,2.2577,145,2.32,2.1614
苟,180,3.84,2.2553,162,2.59,2.2095
侈,179,3.82,2.2529,155,2.48,2.1903
迄,179,3.82,2.2529,164,2.63,2.2148
谤,179,3.82,2.2529,124,1.99,2.0934
惭,178,3.8,2.2504,155,2.48,2.1903
噬,178,3.8,2.2504,144,2.31,2.1584
溯,177,3.78,2.248,150,2.4,2.1761
啪,177,3.78,2.248,98,1.57,1.9912
碾,177,3.78,2.248,138,2.21,2.1399
觅,177,3.78,2.248,136,2.18,2.1335
咧,176,3.76,2.2455,127,2.03,2.1038
糙,176,3.76,2.2455,140,2.24,2.1461
绣,176,3.76,2.2455,87,1.39,1.9395
遛,176,3.76,2.2455,118,1.89,2.0719
殡,176,3.76,2.2455,96,1.54,1.9823
魄,176,3.76,2.2455,150,2.4,2.1761
犀,175,3.74,2.243,111,1.78,2.0453
嗝,174,3.71,2.2405,107,1.71,2.0294
坨,174,3.71,2.2405,113,1.81,2.0531
窄,173,3.69,2.238,153,2.45,2.1847
堤,173,3.69,2.238,87,1.39,1.9395
酮,173,3.69,2.238,97,1.55,1.9868
墟,172,3.67,2.2355,120,1.92,2.0792
甸,172,3.67,2.2355,84,1.35,1.9243
眩,172,3.67,2.2355,132,2.11,2.1206
惶,172,3.67,2.2355,108,1.73,2.0334
扼,172,3.67,2.2355,144,2.31,2.1584
睫,172,3.67,2.2355,116,1.86,2.0645
焊,171,3.65,2.233,77,1.23,1.8865
硝,171,3.65,2.233,104,1.67,2.017
窖,171,3.65,2.233,118,1.89,2.0719
泌,171,3.65,2.233,141,2.26,2.1492
簧,171,3.65,2.233,113,1.81,2.0531
卒,171,3.65,2.233,125,2,2.0969
粥,171,3.65,2.233,129,2.07,2.1106
濒,170,3.63,2.2304,152,2.43,2.1818
脐,170,3.63,2.2304,108,1.73,2.0334
寝,170,3.63,2.2304,118,1.89,2.0719
碱,170,3.63,2.2304,96,1.54,1.9823
拭,170,3.63,2.2304,149,2.39,2.1732
胰,170,3.63,2.2304,96,1.54,1.9823
旷,169,3.61,2.2279,137,2.19,2.1367
梵,169,3.61,2.2279,80,1.28,1.9031
鼎,169,3.61,2.2279,104,1.67,2.017
伶,169,3.61,2.2279,86,1.38,1.9345
岂,169,3.61,2.2279,141,2.26,2.1492
翩,168,3.59,2.2253,80,1.28,1.9031
隙,168,3.59,2.2253,139,2.23,2.143
韧,168,3.59,2.2253,142,2.27,2.1523
甫,168,3.59,2.2253,22,0.35,1.3424
痹,168,3.59,2.2253,127,2.03,2.1038
鹤,167,3.57,2.2227,68,1.09,1.8325
衍,167,3.57,2.2227,149,2.39,2.1732
彭,167,3.57,2.2227,65,1.04,1.8129
瀑,167,3.57,2.2227,108,1.73,2.0334
噜,167,3.57,2.2227,102,1.63,2.0086
焉,167,3.57,2.2227,139,2.23,2.143
拢,167,3.57,2.2227,141,2.26,2.1492
诽,166,3.54,2.2201,112,1.79,2.0492
胺,166,3.54,2.2201,106,1.7,2.0253
萎,166,3.54,2.2201,129,2.07,2.1106
桔,165,3.52,2.2175,109,1.75,2.0374
羁,165,3.52,2.2175,142,2.27,2.1523
萧,165,3.52,2.2175,101,1.62,2.0043
瓣,165,3.52,2.2175,119,1.91,2.0755
肛,165,3.52,2.2175,102,1.63,2.0086
泵,165,3.52,2.2175,101,1.62,2.0043
栖,164,3.5,2.2148,131,2.1,2.1173
痉,164,3.5,2.2148,103,1.65,2.0128
灼,164,3.5,2.2148,136,2.18,2.1335
挛,164,3.5,2.2148,103,1.65,2.0128
疮,163,3.48,2.2122,133,2.13,2.1239
卿,163,3.48,2.2122,80,1.28,1.9031
搂,162,3.46,2.2095,119,1.91,2.0755
浏,162,3.46,2.2095,136,2.18,2.1335
铛,162,3.46,2.2095,90,1.44,1.9542
娩,161,3.44,2.2068,88,1.41,1.9445
薰,161,3.44,2.2068,62,0.99,1.7924
恙,161,3.44,2.2068,143,2.29,2.1553
捍,161,3.44,2.2068,125,2,2.0969
枉,160,3.42,2.2041,127,2.03,2.1038
袱,160,3.42,2.2041,101,1.62,2.0043
痘,160,3.42,2.2041,84,1.35,1.9243
荧,160,3.42,2.2041,122,1.95,2.0864
扛,159,3.39,2.2014,138,2.21,2.1399
徘,159,3.39,2.2014,139,2.23,2.143
诫,159,3.39,2.2014,123,1.97,2.0899
徊,159,3.39,2.2014,139,2.23,2.143
婉,159,3.39,2.2014,105,1.68,2.0212
匈,159,3.39,2.2014,76,1.22,1.8808
腌,159,3.39,2.2014,92,1.47,1.9638
膨,159,3.39,2.2014,128,2.05,2.1072
玷,158,3.37,2.1987,134,2.15,2.1271
诵,158,3.37,2.1987,113,1.81,2.0531
箫,158,3.37,2.1987,57,0.91,1.7559
绯,158,3.37,2.1987,99,1.59,1.9956
掰,158,3.37,2.1987,123,1.97,2.0899
揉,157,3.35,2.1959,106,1.7,2.0253
嵌,157,3.35,2.1959,130,2.08,2.1139
乒,157,3.35,2.1959,74,1.19,1.8692
苯,156,3.33,2.1931,109,1.75,2.0374
惺,156,3.33,2.1931,78,1.25,1.8921
瘩,155,3.31,2.1903,130,2.08,2.1139
涵,155,3.31,2.1903,138,2.21,2.1399
滔,155,3.31,2.1903,86,1.38,1.9345
诠,155,3.31,2.1903,99,1.59,1.9956
疙,155,3.31,2.1903,130,2.08,2.1139
寨,154,3.29,2.1875,75,1.2,1.8751
唆,154,3.29,2.1875,123,1.97,2.0899
矫,154,3.29,2.1875,126,2.02,2.1004
嚣,153,3.27,2.1847,136,2.18,2.1335
猥,153,3.27,2.1847,117,1.87,2.0682
裘,153,3.27,2.1847,40,0.64,1.6021
嘀,153,3.27,2.1847,94,1.51,1.9731
僧,153,3.27,2.1847,87,1.39,1.9395
炳,152,3.25,2.1818,16,0.26,1.2041
擒,152,3.25,2.1818,113,1.81,2.0531
咚,152,3.25,2.1818,80,1.28,1.9031
烁,151,3.22,2.179,97,1.55,1.9868
氨,151,3.22,2.179,89,1.43,1.9494
嘣,150,3.2,2.1761,91,1.46,1.959
凹,150,3.2,2.1761,108,1.73,2.0334
桨,150,3.2,2.1761,69,1.11,1.8388
吁,150,3.2,2.1761,105,1.68,2.0212
踹,150,3.2,2.1761,126,2.02,2.1004
沛,149,3.18,2.1732,131,2.1,2.1173
竿,149,3.18,2.1732,112,1.79,2.0492
涡,149,3.18,2.1732,100,1.6,2
熨,148,3.16,2.1703,89,1.43,1.9494
捎,148,3.16,2.1703,132,2.11,2.1206
鲑,148,3.16,2.1703,89,1.43,1.9494
拱,148,3.16,2.1703,108,1.73,2.0334
畸,147,3.14,2.1673,114,1.83,2.0569
盹,147,3.14,2.1673,129,2.07,2.1106
晤,147,3.14,2.1673,92,1.47,1.9638
夥,146,3.12,2.1644,43,0.69,1.6335
骇,145,3.1,2.1614,122,1.95,2.0864
薛,145,3.1,2.1614,34,0.54,1.5315
铉,145,3.1,2.1614,13,0.21,1.1139
淌,145,3.1,2.1614,126,2.02,2.1004
咦,145,3.1,2.1614,69,1.11,1.8388
筛,144,3.07,2.1584,126,2.02,2.1004
姊,144,3.07,2.1584,58,0.93,1.7634
磺,144,3.07,2.1584,68,1.09,1.8325
亩,144,3.07,2.1584,94,1.51,1.9731
揽,144,3.07,2.1584,124,1.99,2.0934
烊,143,3.05,2.1553,117,1.87,2.0682
肇,143,3.05,2.1553,72,1.15,1.8573
舷,143,3.05,2.1553,58,0.93,1.7634
芦,143,3.05,2.1553,89,1.43,1.9494
攒,143,3.05,2.1553,124,1.99,2.0934
糗,143,3.05,2.1553,106,1.7,2.0253
昵,142,3.03,2.1523,122,1.95,2.0864
毅,142,3.03,2.1523,95,1.52,1.9777
泻,142,3.03,2.1523,116,1.86,2.0645
茬,142,3.03,2.1523,127,2.03,2.1038
痣,142,3.03,2.1523,63,1.01,1.7993
厩,142,3.03,2.1523,68,1.09,1.8325
禅,141,3.01,2.1492,95,1.52,1.9777
砂,141,3.01,2.1492,98,1.57,1.9912
岌,140,2.99,2.1461,70,1.12,1.8451
勘,140,2.99,2.1461,93,1.49,1.9685
耸,140,2.99,2.1461,105,1.68,2.0212
紊,139,2.97,2.143,120,1.92,2.0792
宛,138,2.95,2.1399,66,1.06,1.8195
尹,138,2.95,2.1399,37,0.59,1.5682
夭,138,2.95,2.1399,75,1.2,1.8751
眷,138,2.95,2.1399,125,2,2.0969
呻,138,2.95,2.1399,100,1.6,2
酶,138,2.95,2.1399,78,1.25,1.8921
绽,138,2.95,2.1399,115,1.84,2.0607
氮,138,2.95,2.1399,83,1.33,1.9191
篱,138,2.95,2.1399,87,1.39,1.9395
枫,137,2.92,2.1367,77,1.23,1.8865
烬,137,2.92,2.1367,116,1.86,2.0645
烷,137,2.92,2.1367,62,0.99,1.7924
镶,137,2.92,2.1367,120,1.92,2.0792
沐,136,2.9,2.1335,116,1.86,2.0645
蔼,136,2.9,2.1335,109,1.75,2.0374
噎,136,2.9,2.1335,93,1.49,1.9685
跆,136,2.9,2.1335,56,0.9,1.7482
喳,135,2.88,2.1303,51,0.82,1.7076
阉,135,2.88,2.1303,105,1.68,2.0212
魏,135,2.88,2.1303,38,0.61,1.5798
